# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
399           	1.433188e-03	9.919344e-06	3.572294e-04	2.524458e-04
400           	1.437202e-03	9.945048e-06	3.583175e-04	2.536293e-04
401           	1.443249e-03	9.966935e-06	3.585448e-04	2.541525e-04
402           	1.445154e-03	9.983795e-06	3.583680e-04	2.542415e-04
403           	1.449620e-03	9.993524e-06	3.575862e-04	2.540047e-04
404           	1.449020e-03	9.994962e-06	3.562705e-04	2.533498e-04
405           	1.452367e-03	9.989622e-06	3.544392e-04	2.524204e-04
406           	1.448301e-03	9.979799e-06	3.522777e-04	2.512318e-04
407           	1.446405e-03	9.966174e-06	3.496572e-04	2.497104e-04
408           	1.441567e-03	9.952870e-06	3.469049e-04	2.480896e-04
409           	1.438456e-03	9.944867e-06	3.439215e-04	2.464450e-04
410           	1.430206e-03	9.942215e-06	3.408599e-04	2.446977e-04
411           	1.426483e-03	9.940879e-06	3.377624e-04	2.429075e-04
412           	1.420662e-03	9.940969e-06	3.347214e-04	2.411018e-04
413           	1.418398e-03	9.948258e-06	3.316775e-04	2.392976e-04
414           	1.410514e-03	9.963945e-06	3.288018e-04	2.375224e-04
415           	1.408801e-03	9.986226e-06	3.260389e-04	2.357343e-04
416           	1.403012e-03	1.001674e-05	3.235652e-04	2.339591e-04
417           	1.403204e-03	1.005743e-05	3.211645e-04	2.323486e-04
418           	1.399534e-03	1.010686e-05	3.190489e-04	2.309031e-04
419           	1.398650e-03	1.016328e-05	3.170714e-04	2.295527e-04
420           	1.393060e-03	1.022665e-05	3.152996e-04	2.282372e-04
421           	1.393512e-03	1.029575e-05	3.135964e-04	2.270562e-04
422           	1.390233e-03	1.037316e-05	3.121073e-04	2.258356e-04
423           	1.389419e-03	1.045336e-05	3.108340e-04	2.247822e-04
424           	1.385556e-03	1.053360e-05	3.096716e-04	2.237209e-04
425           	1.382211e-03	1.061588e-05	3.085388e-04	2.226793e-04
426           	1.378554e-03	1.069287e-05	3.075489e-04	2.216256e-04
427           	1.378316e-03	1.076647e-05	3.066029e-04	2.206640e-04
428           	1.373614e-03	1.083591e-05	3.055780e-04	2.196045e-04
429           	1.371047e-03	1.090290e-05	3.044852e-04	2.184337e-04
430           	1.367000e-03	1.096182e-05	3.035269e-04	2.171821e-04
431           	1.364455e-03	1.101325e-05	3.024753e-04	2.160254e-04
432           	1.361725e-03	1.105979e-05	3.015297e-04	2.148770e-04
433           	1.362199e-03	1.109853e-05	3.006413e-04	2.139107e-04
434           	1.361460e-03	1.113162e-05	2.998017e-04	2.131064e-04
435           	1.363277e-03	1.116032e-05	2.988244e-04	2.123648e-04
436           	1.362882e-03	1.118419e-05	2.980613e-04	2.118913e-04
437           	1.364132e-03	1.120060e-05	2.973037e-04	2.116056e-04
438           	1.363944e-03	1.121026e-05	2.967019e-04	2.115249e-04
439           	1.366512e-03	1.121252e-05	2.962054e-04	2.117227e-04
440           	1.367437e-03	1.120863e-05	2.961095e-04	2.120148e-04
441           	1.367507e-03	1.119982e-05	2.962966e-04	2.125129e-04
442           	1.365022e-03	1.118588e-05	2.968606e-04	2.132143e-04
443           	1.367179e-03	1.116879e-05	2.976530e-04	2.141434e-04
444           	1.366333e-03	1.115222e-05	2.989002e-04	2.153164e-04
445           	1.369427e-03	1.113293e-05	3.003925e-04	2.167816e-04
446           	1.368888e-03	1.111256e-05	3.022598e-04	2.183478e-04
447           	1.371020e-03	1.109092e-05	3.042903e-04	2.201012e-04
448           	1.370130e-03	1.107141e-05	3.067813e-04	2.220608e-04
449           	1.371419e-03	1.105563e-05	3.095440e-04	2.242987e-04
450           	1.368321e-03	1.104142e-05	3.126522e-04	2.266296e-04
451           	1.369277e-03	1.102856e-05	3.159240e-04	2.291402e-04
452           	1.367540e-03	1.102000e-05	3.195676e-04	2.318580e-04
453           	1.371037e-03	1.101963e-05	3.236519e-04	2.348397e-04
454           	1.373346e-03	1.102529e-05	3.280479e-04	2.380503e-04
455           	1.379545e-03	1.103792e-05	3.324929e-04	2.416186e-04
456           	1.383702e-03	1.106090e-05	3.370119e-04	2.453330e-04
457           	1.392238e-03	1.109321e-05	3.415569e-04	2.493791e-04
458           	1.397917e-03	1.113086e-05	3.463257e-04	2.535353e-04
459           	1.409662e-03	1.117790e-05	3.511864e-04	2.578553e-04
460           	1.415891e-03	1.123261e-05	3.563075e-04	2.623856e-04
461           	1.425484e-03	1.129776e-05	3.613697e-04	2.670396e-04
462           	1.435305e-03	1.137034e-05	3.666090e-04	2.718229e-04
463           	1.447977e-03	1.144807e-05	3.720954e-04	2.769263e-04
464           	1.456961e-03	1.153307e-05	3.775098e-04	2.819707e-04
465           	1.472964e-03	1.162587e-05	3.831704e-04	2.872158e-04
466           	1.484387e-03	1.173151e-05	3.891683e-04	2.924432e-04
467           	1.500804e-03	1.184681e-05	3.950357e-04	2.976186e-04
468           	1.516055e-03	1.197258e-05	4.009340e-04	3.028762e-04
469           	1.534774e-03	1.210614e-05	4.067087e-04	3.080949e-04
470           	1.547786e-03	1.225074e-05	4.124928e-04	3.131700e-04
471           	1.566511e-03	1.240809e-05	4.179380e-04	3.180700e-04
472           	1.580969e-03	1.257401e-05	4.232898e-04	3.227031e-04
473           	1.598400e-03	1.274356e-05	4.285434e-04	3.271525e-04
474           	1.610239e-03	1.292140e-05	4.337233e-04	3.311617e-04
475           	1.625330e-03	1.310420e-05	4.384994e-04	3.347283e-04
476           	1.636019e-03	1.329477e-05	4.433942e-04	3.378318e-04
477           	1.645547e-03	1.349322e-05	4.482571e-04	3.408520e-04
478           	1.652808e-03	1.369546e-05	4.527238e-04	3.433782e-04
479           	1.664848e-03	1.390302e-05	4.574549e-04	3.457292e-04
480           	1.675577e-03	1.411780e-05	4.626390e-04	3.480239e-04
481           	1.687200e-03	1.433713e-05	4.680511e-04	3.502392e-04
482           	1.694444e-03	1.456150e-05	4.739988e-04	3.525725e-04
483           	1.703468e-03	1.478893e-05	4.799746e-04	3.548285e-04
484           	1.711715e-03	1.501835e-05	4.862512e-04	3.570675e-04
485           	1.726232e-03	1.524045e-05	4.924985e-04	3.593969e-04
486           	1.736895e-03	1.546116e-05	4.991636e-04	3.614021e-04
487           	1.752255e-03	1.568658e-05	5.063451e-04	3.635647e-04
488           	1.763965e-03	1.591023e-05	5.138650e-04	3.654872e-04
489           	1.778571e-03	1.613282e-05	5.213426e-04	3.672054e-04
490           	1.788518e-03	1.636192e-05	5.289783e-04	3.689360e-04
491           	1.799738e-03	1.658660e-05	5.362734e-04	3.707198e-04
492           	1.807472e-03	1.680948e-05	5.433009e-04	3.723925e-04
493           	1.818561e-03	1.703298e-05	5.501082e-04	3.740316e-04
494           	1.822809e-03	1.726723e-05	5.561610e-04	3.756309e-04
495           	1.829428e-03	1.751441e-05	5.619524e-04	3.774915e-04
496           	1.833496e-03	1.776505e-05	5.672085e-04	3.793274e-04
497           	1.837481e-03	1.801170e-05	5.719444e-04	3.814516e-04
498           	1.838356e-03	1.824648e-05	5.757749e-04	3.835127e-04
499           	1.841376e-03	1.847229e-05	5.792642e-04	3.856484e-04
500           	1.840817e-03	1.867047e-05	5.820673e-04	3.877639e-04
501           	1.843725e-03	1.883681e-05	5.836648e-04	3.894997e-04
502           	1.844431e-03	1.897120e-05	5.844160e-04	3.910666e-04
503           	1.846279e-03	1.906666e-05	5.844005e-04	3.926124e-04
504           	1.846117e-03	1.912801e-05	5.835989e-04	3.937185e-04
505           	1.849357e-03	1.915739e-05	5.821983e-04	3.944757e-04
506           	1.850674e-03	1.914666e-05	5.800464e-04	3.946355e-04
507           	1.853921e-03	1.910238e-05	5.773792e-04	3.942964e-04
508           	1.863410e-03	1.902522e-05	5.742265e-04	3.935449e-04
509           	1.874205e-03	1.891633e-05	5.709655e-04	3.927205e-04
510           	1.884508e-03	1.877854e-05	5.672943e-04	3.915046e-04
511           	1.897502e-03	1.862698e-05	5.635847e-04	3.903907e-04
512           	1.909680e-03	1.845472e-05	5.596674e-04	3.893442e-04
513           	1.927155e-03	1.826693e-05	5.556014e-04	3.886689e-04
514           	1.942903e-03	1.807248e-05	5.515883e-04	3.880605e-04
515           	1.957831e-03	1.799366e-05	5.488865e-04	3.895195e-04
516           	1.972114e-03	1.770190e-05	5.449265e-04	3.876018e-04
517           	1.984591e-03	1.748878e-05	5.426625e-04	3.871257e-04
518           	1.991642e-03	1.747783e-05	5.436940e-04	3.906568e-04
519           	1.999495e-03	1.733518e-05	5.435977e-04	3.913291e-04
520           	2.003227e-03	1.724570e-05	5.449682e-04	3.928169e-04
521           	2.000137e-03	1.729236e-05	5.500119e-04	3.974326e-04
522           	1.995322e-03	1.720861e-05	5.535623e-04	3.984344e-04
523           	1.993119e-03	1.718143e-05	5.590732e-04	4.008032e-04
524           	1.988432e-03	1.723023e-05	5.671822e-04	4.051425e-04
525           	1.979761e-03	1.734175e-05	5.782050e-04	4.120244e-04
526           	1.973535e-03	1.733088e-05	5.850990e-04	4.138578e-04
527           	1.968736e-03	1.734320e-05	5.930042e-04	4.160023e-04
528           	1.960992e-03	1.742148e-05	6.033041e-04	4.200401e-04
529           	1.959573e-03	1.753794e-05	6.146394e-04	4.249540e-04
530           	1.959210e-03	1.764368e-05	6.249121e-04	4.287159e-04
531           	1.960141e-03	1.773134e-05	6.327843e-04	4.309112e-04
532           	1.962432e-03	1.781579e-05	6.391342e-04	4.321239e-04
533           	1.967167e-03	1.792318e-05	6.448351e-04	4.332027e-04
534           	1.969863e-03	1.805827e-05	6.501924e-04	4.345169e-04
535           	1.971429e-03	1.819462e-05	6.543314e-04	4.353547e-04
536           	1.971919e-03	1.830710e-05	6.566852e-04	4.350814e-04
537           	1.970537e-03	1.838589e-05	6.569748e-04	4.336553e-04
538           	1.967995e-03	1.844967e-05	6.555394e-04	4.311219e-04
539           	1.967467e-03	1.850338e-05	6.528060e-04	4.281022e-04
540           	1.962772e-03	1.855035e-05	6.492948e-04	4.246550e-04
541           	1.958043e-03	1.858322e-05	6.448383e-04	4.206694e-04
542           	1.950680e-03	1.859316e-05	6.392535e-04	4.159714e-04
543           	1.941225e-03	1.857164e-05	6.323299e-04	4.105146e-04
544           	1.928803e-03	1.851851e-05	6.240377e-04	4.042303e-04
545           	1.915222e-03	1.844004e-05	6.147408e-04	3.976341e-04
546           	1.905053e-03	1.834582e-05	6.047146e-04	3.906611e-04
547           	1.894893e-03	1.824311e-05	5.941981e-04	3.838306e-04
548           	1.882126e-03	1.813173e-05	5.832906e-04	3.771853e-04
549           	1.866446e-03	1.800435e-05	5.717562e-04	3.707628e-04
550           	1.848867e-03	1.785999e-05	5.598345e-04	3.643269e-04
551           	1.831694e-03	1.770335e-05	5.477405e-04	3.583933e-04
552           	1.812536e-03	1.754243e-05	5.354808e-04	3.525862e-04
553           	1.794239e-03	1.738215e-05	5.236655e-04	3.474279e-04
554           	1.775921e-03	1.722145e-05	5.124532e-04	3.428079e-04
555           	1.759060e-03	1.706242e-05	5.017872e-04	3.386870e-04
556           	1.744922e-03	1.690785e-05	4.919090e-04	3.349761e-04
557           	1.727311e-03	1.675881e-05	4.828090e-04	3.315953e-04
558           	1.711205e-03	1.661742e-05	4.744165e-04	3.283678e-04
559           	1.696865e-03	1.647757e-05	4.669278e-04	3.254805e-04
560           	1.683343e-03	1.634248e-05	4.604309e-04	3.227967e-04
561           	1.673830e-03	1.621720e-05	4.550004e-04	3.203844e-04
562           	1.665755e-03	1.610342e-05	4.505271e-04	3.182903e-04
563           	1.660671e-03	1.599944e-05	4.468760e-04	3.164677e-04
564           	1.654924e-03	1.589416e-05	4.440141e-04	3.148462e-04
565           	1.651647e-03	1.579396e-05	4.416125e-04	3.134104e-04
566           	1.649960e-03	1.569191e-05	4.398901e-04	3.124052e-04
567           	1.647924e-03	1.558615e-05	4.386733e-04	3.118892e-04
568           	1.644832e-03	1.549987e-05	4.377187e-04	3.114129e-04
569           	1.647356e-03	1.541743e-05	4.373384e-04	3.113192e-04
570           	1.644279e-03	1.532972e-05	4.377608e-04	3.117155e-04
571           	1.642641e-03	1.524479e-05	4.386094e-04	3.123958e-04
572           	1.644471e-03	1.516677e-05	4.400817e-04	3.132257e-04
573           	1.644176e-03	1.509086e-05	4.423138e-04	3.144526e-04
574           	1.642680e-03	1.502613e-05	4.452272e-04	3.159805e-04
575           	1.642476e-03	1.498023e-05	4.486987e-04	3.175219e-04
576           	1.639237e-03	1.493298e-05	4.532863e-04	3.193292e-04
577           	1.636676e-03	1.488808e-05	4.588222e-04	3.214715e-04
578           	1.634233e-03	1.484764e-05	4.653518e-04	3.237246e-04
579           	1.630424e-03	1.480759e-05	4.726745e-04	3.263419e-04
580           	1.627722e-03	1.477354e-05	4.807114e-04	3.290208e-04
581           	1.628913e-03	1.474592e-05	4.891548e-04	3.322454e-04
582           	1.628653e-03	1.472723e-05	4.978058e-04	3.355918e-04
583           	1.632828e-03	1.471819e-05	5.064238e-04	3.386939e-04
584           	1.639573e-03	1.472430e-05	5.150102e-04	3.413384e-04
585           	1.645588e-03	1.474450e-05	5.229024e-04	3.438941e-04
586           	1.653088e-03	1.477788e-05	5.301531e-04	3.460812e-04
587           	1.661626e-03	1.481960e-05	5.364019e-04	3.477267e-04
588           	1.666346e-03	1.486356e-05	5.415076e-04	3.489560e-04
589           	1.670933e-03	1.491413e-05	5.449488e-04	3.499172e-04
590           	1.677450e-03	1.496797e-05	5.469862e-04	3.505033e-04
591           	1.679155e-03	1.501997e-05	5.477242e-04	3.508104e-04
592           	1.678629e-03	1.504319e-05	5.469355e-04	3.503670e-04
593           	1.684064e-03	1.503347e-05	5.446517e-04	3.493735e-04
594           	1.678932e-03	1.498350e-05	5.409972e-04	3.479674e-04
595           	1.673710e-03	1.488729e-05	5.357729e-04	3.453790e-04
596           	1.666713e-03	1.474943e-05	5.293635e-04	3.419501e-04
597           	1.661968e-03	1.457362e-05	5.216327e-04	3.376830e-04
598           	1.656455e-03	1.436700e-05	5.125650e-04	3.324979e-04
599           	1.651612e-03	1.413265e-05	5.024769e-04	3.264255e-04
600           	1.643118e-03	1.388027e-05	4.916606e-04	3.196907e-04
601           	1.635634e-03	1.361850e-05	4.802515e-04	3.122560e-04
602           	1.625185e-03	1.335892e-05	4.686236e-04	3.044922e-04
603           	1.613000e-03	1.310693e-05	4.563918e-04	2.964104e-04
604           	1.598714e-03	1.286635e-05	4.440474e-04	2.883163e-04
605           	1.584294e-03	1.263837e-05	4.318248e-04	2.807408e-04
606           	1.569090e-03	1.242730e-05	4.199727e-04	2.739259e-04
607           	1.553513e-03	1.223885e-05	4.092598e-04	2.680144e-04
608           	1.535063e-03	1.207721e-05	3.993998e-04	2.627854e-04
609           	1.517349e-03	1.192904e-05	3.904451e-04	2.586561e-04
610           	1.498398e-03	1.179242e-05	3.823943e-04	2.557720e-04
611           	1.477419e-03	1.166946e-05	3.753310e-04	2.539899e-04
612           	1.456610e-03	1.156046e-05	3.692612e-04	2.527794e-04
613           	1.440467e-03	1.145806e-05	3.644396e-04	2.520592e-04
614           	1.422306e-03	1.136183e-05	3.606560e-04	2.518043e-04
615           	1.404898e-03	1.127506e-05	3.575426e-04	2.516965e-04
616           	1.389404e-03	1.119611e-05	3.548660e-04	2.516219e-04
617           	1.376536e-03	1.112270e-05	3.522114e-04	2.516845e-04
618           	1.363598e-03	1.105545e-05	3.495173e-04	2.514985e-04
619           	1.349056e-03	1.099437e-05	3.467788e-04	2.513053e-04
620           	1.335812e-03	1.094970e-05	3.439598e-04	2.507563e-04
621           	1.328619e-03	1.091599e-05	3.412484e-04	2.501358e-04
622           	1.321190e-03	1.088893e-05	3.385340e-04	2.493842e-04
623           	1.313634e-03	1.087441e-05	3.359144e-04	2.484108e-04
624           	1.307996e-03	1.087272e-05	3.335601e-04	2.471019e-04
625           	1.305179e-03	1.087613e-05	3.314903e-04	2.458669e-04
626           	1.298814e-03	1.088909e-05	3.294806e-04	2.445604e-04
627           	1.294895e-03	1.090803e-05	3.276427e-04	2.431227e-04
628           	1.288199e-03	1.092893e-05	3.259470e-04	2.416143e-04
629           	1.286560e-03	1.095718e-05	3.242803e-04	2.403092e-04
630           	1.283886e-03	1.098605e-05	3.227329e-04	2.388527e-04
631           	1.281147e-03	1.101608e-05	3.209063e-04	2.371155e-04
632           	1.280880e-03	1.104691e-05	3.191322e-04	2.352028e-04
633           	1.280190e-03	1.107703e-05	3.173651e-04	2.333556e-04
634           	1.275222e-03	1.110636e-05	3.155356e-04	2.310230e-04
635           	1.272113e-03	1.114214e-05	3.136725e-04	2.285858e-04
636           	1.270243e-03	1.117779e-05	3.120389e-04	2.260160e-04
637           	1.269971e-03	1.121423e-05	3.106081e-04	2.235084e-04
638           	1.265941e-03	1.125450e-05	3.093188e-04	2.209307e-04
639           	1.267386e-03	1.130639e-05	3.080464e-04	2.184048e-04
640           	1.267088e-03	1.136272e-05	3.071591e-04	2.160940e-04
641           	1.266253e-03	1.141750e-05	3.064863e-04	2.139475e-04
642           	1.266076e-03	1.147458e-05	3.060986e-04	2.118021e-04
643           	1.263986e-03	1.152567e-05	3.061567e-04	2.100481e-04
644           	1.262055e-03	1.157206e-05	3.064147e-04	2.085278e-04
645           	1.259239e-03	1.160786e-05	3.069257e-04	2.074833e-04
646           	1.255702e-03	1.164110e-05	3.073146e-04	2.064384e-04
647           	1.255693e-03	1.166870e-05	3.077868e-04	2.058524e-04
648           	1.258475e-03	1.168265e-05	3.083370e-04	2.056799e-04
649           	1.254730e-03	1.167853e-05	3.088446e-04	2.059210e-04
650           	1.251773e-03	1.167325e-05	3.087560e-04	2.061108e-04
651           	1.250366e-03	1.165871e-05	3.085331e-04	2.067129e-04
652           	1.246392e-03	1.162231e-05	3.082377e-04	2.075469e-04
653           	1.237725e-03	1.157270e-05	3.073496e-04	2.081715e-04
654           	1.232350e-03	1.150554e-05	3.062674e-04	2.086210e-04
655           	1.223433e-03	1.141752e-05	3.051962e-04	2.091356e-04
656           	1.214921e-03	1.131071e-05	3.038500e-04	2.095133e-04
657           	1.205077e-03	1.118673e-05	3.021497e-04	2.096856e-04
658           	1.195565e-03	1.104950e-05	3.002254e-04	2.096617e-04
659           	1.187674e-03	1.089995e-05	2.983304e-04	2.096653e-04
660           	1.178790e-03	1.074373e-05	2.965843e-04	2.096500e-04
661           	1.171898e-03	1.059175e-05	2.947055e-04	2.095878e-04
662           	1.168699e-03	1.044519e-05	2.933404e-04	2.097136e-04
663           	1.165037e-03	1.030684e-05	2.922865e-04	2.100414e-04
664           	1.161791e-03	1.017996e-05	2.915658e-04	2.104162e-04
665           	1.159795e-03	1.006022e-05	2.913891e-04	2.110664e-04
666           	1.158560e-03	9.945734e-06	2.920304e-04	2.119593e-04
667           	1.157386e-03	9.841147e-06	2.934387e-04	2.130900e-04
668           	1.160749e-03	9.747904e-06	2.956078e-04	2.143788e-04
669           	1.161632e-03	9.665409e-06	2.985500e-04	2.160246e-04
670           	1.169258e-03	9.593174e-06	3.019785e-04	2.177607e-04
671           	1.172885e-03	9.528487e-06	3.058500e-04	2.197819e-04
672           	1.175457e-03	9.479391e-06	3.099082e-04	2.217765e-04
673           	1.176070e-03	9.445218e-06	3.141510e-04	2.236957e-04
674           	1.178182e-03	9.423658e-06	3.184094e-04	2.255714e-04
675           	1.179680e-03	9.416689e-06	3.223980e-04	2.272962e-04
676           	1.179768e-03	9.427248e-06	3.259559e-04	2.289677e-04
677           	1.177528e-03	9.444321e-06	3.290395e-04	2.304293e-04
678           	1.176617e-03	9.471461e-06	3.315508e-04	2.314156e-04
679           	1.175715e-03	9.503429e-06	3.331534e-04	2.319500e-04
680           	1.175191e-03	9.539212e-06	3.340295e-04	2.319744e-04
681           	1.173129e-03	9.573649e-06	3.343203e-04	2.316277e-04
682           	1.171268e-03	9.608181e-06	3.340152e-04	2.309386e-04
683           	1.165882e-03	9.640955e-06	3.329358e-04	2.298471e-04
684           	1.158984e-03	9.671300e-06	3.313367e-04	2.283181e-04
685           	1.150356e-03	9.693281e-06	3.291143e-04	2.264544e-04
686           	1.142955e-03	9.705471e-06	3.262865e-04	2.241205e-04
687           	1.135074e-03	9.706097e-06	3.228624e-04	2.214803e-04
688           	1.127229e-03	9.693429e-06	3.189176e-04	2.183498e-04
689           	1.117296e-03	9.665131e-06	3.145877e-04	2.149648e-04
690           	1.108348e-03	9.623235e-06	3.098180e-04	2.113358e-04
691           	1.095276e-03	9.567780e-06	3.046508e-04	2.075112e-04
692           	1.085136e-03	9.501450e-06	2.991641e-04	2.034847e-04
693           	1.073320e-03	9.420130e-06	2.935116e-04	1.993886e-04
694           	1.061811e-03	9.324797e-06	2.877498e-04	1.951802e-04
695           	1.048195e-03	9.216742e-06	2.818206e-04	1.910633e-04
696           	1.033387e-03	9.102111e-06	2.758466e-04	1.868473e-04
697           	1.019421e-03	8.985607e-06	2.697894e-04	1.827242e-04
698           	1.006742e-03	8.863314e-06	2.637735e-04	1.787158e-04
699           	9.934384e-04	8.733094e-06	2.577309e-04	1.748343e-04
700           	9.791160e-04	8.602665e-06	2.517846e-04	1.710349e-04
701           	9.645260e-04	8.477223e-06	2.460464e-04	1.674949e-04
702           	9.501178e-04	8.356352e-06	2.406479e-04	1.640789e-04
703           	9.342841e-04	8.238359e-06	2.354138e-04	1.609067e-04
704           	9.202709e-04	8.128059e-06	2.303893e-04	1.579378e-04
705           	9.059314e-04	8.024924e-06	2.255900e-04	1.551432e-04
706           	8.930774e-04	7.923284e-06	2.212408e-04	1.525604e-04
707           	8.787241e-04	7.826927e-06	2.170044e-04	1.501842e-04
708           	8.681383e-04	7.740260e-06	2.132016e-04	1.478798e-04
709           	8.560959e-04	7.655187e-06	2.097529e-04	1.458671e-04
710           	8.488986e-04	7.567048e-06	2.065554e-04	1.437866e-04
711           	8.375544e-04	7.477628e-06	2.035446e-04	1.420177e-04
712           	8.286770e-04	7.397272e-06	2.008338e-04	1.403235e-04
713           	8.232864e-04	7.316316e-06	1.985355e-04	1.388592e-04
714           	8.167063e-04	7.226505e-06	1.965200e-04	1.377614e-04
715           	8.081808e-04	7.137325e-06	1.947554e-04	1.367829e-04
716           	8.023074e-04	7.053603e-06	1.932599e-04	1.360452e-04
717           	7.971850e-04	6.971584e-06	1.921799e-04	1.356880e-04
718           	7.944603e-04	6.886499e-06	1.914184e-04	1.354256e-04
719           	7.887409e-04	6.798325e-06	1.909333e-04	1.355173e-04
720           	7.837045e-04	6.712277e-06	1.905350e-04	1.355733e-04
721           	7.790704e-04	6.633588e-06	1.904118e-04	1.358226e-04
722           	7.786850e-04	6.548060e-06	1.904937e-04	1.361663e-04
723           	7.746781e-04	6.458599e-06	1.905872e-04	1.366274e-04
724           	7.729216e-04	6.374481e-06	1.906543e-04	1.369254e-04
725           	7.693691e-04	6.294872e-06	1.908981e-04	1.373761e-04
726           	7.678885e-04	6.216164e-06	1.912506e-04	1.379436e-04
727           	7.654048e-04	6.137048e-06	1.916412e-04	1.385246e-04
728           	7.628194e-04	6.062286e-06	1.920961e-04	1.390330e-04
729           	7.614257e-04	5.991508e-06	1.927453e-04	1.395828e-04
730           	7.601250e-04	5.926708e-06	1.934974e-04	1.400810e-04
731           	7.603978e-04	5.870059e-06	1.942669e-04	1.404970e-04
732           	7.600743e-04	5.821434e-06	1.951871e-04	1.410670e-04
733           	7.605612e-04	5.782081e-06	1.960797e-04	1.415019e-04
734           	7.609485e-04	5.751001e-06	1.971062e-04	1.419295e-04
735           	7.628812e-04	5.727334e-06	1.980283e-04	1.422562e-04
736           	7.662253e-04	5.711415e-06	1.989606e-04	1.425274e-04
737           	7.685233e-04	5.702015e-06	1.998975e-04	1.428015e-04
738           	7.725174e-04	5.699895e-06	2.008216e-04	1.429628e-04
739           	7.748583e-04	5.701938e-06	2.015722e-04	1.430282e-04
740           	7.779987e-04	5.708569e-06	2.021668e-04	1.430382e-04
741           	7.799942e-04	5.718655e-06	2.025649e-04	1.429158e-04
742           	7.811547e-04	5.731982e-06	2.028655e-04	1.429049e-04
743           	7.830723e-04	5.744696e-06	2.027582e-04	1.425758e-04
744           	7.852643e-04	5.759025e-06	2.026573e-04	1.423717e-04
745           	7.870887e-04	5.772779e-06	2.022935e-04	1.420401e-04
746           	7.859578e-04	5.782862e-06	2.017193e-04	1.416593e-04
747           	7.870407e-04	5.789751e-06	2.009227e-04	1.412796e-04
748           	7.866035e-04	5.794463e-06	2.000244e-04	1.408737e-04
749           	7.848346e-04	5.794313e-06	1.989566e-04	1.402862e-04
750           	7.831322e-04	5.788898e-06	1.976957e-04	1.396318e-04
751           	7.798652e-04	5.777297e-06	1.961409e-04	1.388193e-04
752           	7.775479e-04	5.759784e-06	1.944237e-04	1.378316e-04
753           	7.738977e-04	5.736228e-06	1.926765e-04	1.369139e-04
754           	7.692698e-04	5.708522e-06	1.908090e-04	1.358495e-04
755           	7.662889e-04	5.677268e-06	1.888003e-04	1.346385e-04
756           	7.596958e-04	5.641575e-06	1.866135e-04	1.333539e-04
757           	7.548572e-04	5.601247e-06	1.842642e-04	1.319478e-04
758           	7.524527e-04	5.556286e-06	1.817845e-04	1.304109e-04
759           	7.466618e-04	5.506834e-06	1.793628e-04	1.290374e-04
760           	7.398067e-04	5.453808e-06	1.767405e-04	1.273437e-04
761           	7.371938e-04	5.398783e-06	1.741544e-04	1.257487e-04
762           	7.327402e-04	5.341630e-06	1.715776e-04	1.242938e-04
763           	7.281999e-04	5.280664e-06	1.689365e-04	1.227208e-04
764           	7.232212e-04	5.216536e-06	1.663553e-04	1.211208e-04
765           	7.186229e-04	5.148837e-06	1.637028e-04	1.195237e-04
766           	7.149315e-04	5.081410e-06	1.611635e-04	1.180052e-04
767           	7.099661e-04	5.014234e-06	1.587308e-04	1.165050e-04
768           	7.069701e-04	4.947644e-06	1.563621e-04	1.150142e-04
769           	7.030197e-04	4.881828e-06	1.540715e-04	1.135587e-04
770           	6.997630e-04	4.818554e-06	1.519334e-04	1.122332e-04
771           	6.941044e-04	4.759463e-06	1.499652e-04	1.110105e-04
772           	6.897528e-04	4.704702e-06	1.480847e-04	1.098297e-04
773           	6.872562e-04	4.652810e-06	1.463163e-04	1.087796e-04
774           	6.834851e-04	4.605852e-06	1.447226e-04	1.079157e-04
775           	6.781872e-04	4.563005e-06	1.432601e-04	1.070886e-04
776           	6.731007e-04	4.524794e-06	1.417669e-04	1.061744e-04
777           	6.692600e-04	4.489705e-06	1.404485e-04	1.053340e-04
778           	6.642155e-04	4.458657e-06	1.392335e-04	1.045361e-04
779           	6.593245e-04	4.429782e-06	1.380664e-04	1.036968e-04
780           	6.559073e-04	4.403540e-06	1.369514e-04	1.027883e-04
781           	6.529866e-04	4.378310e-06	1.359604e-04	1.019575e-04
782           	6.485945e-04	4.356572e-06	1.349653e-04	1.011339e-04
783           	6.464581e-04	4.336783e-06	1.340322e-04	1.002368e-04
784           	6.412747e-04	4.317988e-06	1.332223e-04	9.942342e-05
785           	6.379485e-04	4.299245e-06	1.322262e-04	9.837586e-05
786           	6.326428e-04	4.282732e-06	1.314767e-04	9.747893e-05
787           	6.296268e-04	4.267611e-06	1.305853e-04	9.649324e-05
788           	6.256975e-04	4.254248e-06	1.297779e-04	9.550252e-05
789           	6.223180e-04	4.241466e-06	1.289951e-04	9.461411e-05
790           	6.176296e-04	4.232607e-06	1.282482e-04	9.378999e-05
791           	6.168619e-04	4.222448e-06	1.275656e-04	9.305797e-05
792           	6.105239e-04	4.212773e-06	1.270417e-04	9.241076e-05
793           	6.063549e-04	4.202467e-06	1.262640e-04	9.159580e-05
794           	5.981163e-04	4.197054e-06	1.257145e-04	9.089898e-05
795           	5.959586e-04	4.193034e-06	1.252532e-04	9.030927e-05
796           	5.908638e-04	4.190011e-06	1.248712e-04	8.981048e-05
